Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Parental_Education,GPA_Trend,Time_Pressure,Income_Study_Ratio,Gender_Male,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes
20.0,-0.4084855123133353,4.027431865828092,86.5,4,32.5,5.515947888589398,2.17,2.39,2.39,1,3,0.0,272.5,5924.496004103275,True,False,False,True
17.1,-0.6487709389971793,4.19,85.1,2,5.0,6.6,4.0,4.0,4.0,3,2,0.0,125.0,4816.955684007707,True,False,False,False
22.7,-0.6487709389971793,4.96,80.4,4,43.3,5.8,3.34,3.31,3.26,2,1,0.050000000000000266,283.3,4194.6308724832215,False,False,True,False
19.2,-0.4284716355777386,1.35,92.4,2,55.4,5.0,1.28,1.74,1.76,2,2,-0.020000000000000018,175.4,12505.106382978724,True,True,False,True
17.0,0.02990357336063715,5.78,84.6,1,21.4,3.8,1.46,1.86,1.79,3,1,0.07000000000000006,81.4,5680.678466076696,True,True,True,True
21.2,-0.6487709389971793,4.08,69.9,2,41.1,4.8,1.89,1.4,1.44,3,2,-0.040000000000000036,161.1,4921.259842519685,True,False,False,True
21.1,1.8874580599775805,4.1,83.3,0,21.0,4.1,3.08,3.2,3.19,4,1,0.010000000000000231,21.0,14805.098039215687,True,True,False,False
20.7,0.12842813075952994,2.67,83.0,2,52.0,6.6,1.36,1.74,1.75,3,3,-0.010000000000000009,172.0,11029.155313351499,True,True,True,False
22.7,-0.24483029693974123,5.06,93.0,0,30.7,7.4,1.6,2.08,2.08,1,2,0.0,30.7,5452.805280528053,False,True,True,False
18.6,-0.2230866000214331,5.69,84.8,4,40.3,2.3,3.25,3.71,3.71,3,2,0.0,280.3,5004.035874439462,False,False,False,True
19.3,0.7452862668900084,6.62,71.3,0,21.4,5.8,2.08,2.59,2.6,3,1,-0.010000000000000231,21.4,6924.015748031496,False,True,False,True
18.4,0.2796296813854556,1.7,81.0,2,36.3,4.7,3.08,3.16,3.16,1,2,0.0,156.3,16106.666666666666,False,True,True,False
20.9,0.45860089574307733,1.43,62.5,1,14.7,7.9,1.15,1.13,1.13,4,3,0.0,74.7,19362.962962962964,False,True,False,False
21.5,-0.19094811035003076,2.07,86.4,3,24.9,6.1,2.39,2.75,2.75,1,3,0.0,204.9,11113.029315960912,True,True,False,True
19.3,-0.595441132698696,3.78,86.8,2,5.0,5.5,2.92,3.79,3.86,4,2,-0.06999999999999984,125.0,5452.301255230126,True,True,False,True
19.4,2.0808413782972215,6.04,80.1,3,54.2,5.6,4.0,4.0,4.0,1,2,0.0,234.2,11272.301136363636,False,True,True,True
23.7,-0.5937839918250144,5.13,91.6,4,38.3,6.0,1.41,1.14,1.19,3,1,-0.050000000000000044,278.3,4256.933115823817,False,True,False,False
19.7,-0.4084855123133353,4.027431865828092,90.1,2,12.9,5.515947888589398,4.0,4.0,3.96,3,1,0.040000000000000036,132.9,5924.496004103275,True,True,True,False
19.5,0.7080257054272264,2.66,78.7,2,29.4,5.9,1.94,1.95,1.99,3,3,-0.040000000000000036,149.4,14212.841530054644,False,True,False,False
19.3,-0.6487709389971793,4.01,83.8,4,25.0,4.4,2.67,2.53,2.53,1,1,0.0,265.0,4990.0199600798405,False,True,False,False
20.1,1.2562882526653056,5.54,79.4,0,12.9,3.5,4.0,3.77,3.82,2,1,-0.04999999999999982,12.9,9623.394495412844,True,True,True,False
17.8,-0.2834467009355356,4.73,79.9,1,18.7,8.7,1.17,1.36,1.35,3,2,0.010000000000000009,78.7,5632.635253054101,False,True,True,False
21.0,-0.012629709063859372,1.71,79.0,2,21.1,3.5,2.38,2.71,2.72,3,4,-0.010000000000000231,141.1,13899.630996309963,False,True,True,True
20.7,0.764669793473073,4.26,72.4,4,36.2,8.4,0.52,0.07,0.04,4,1,0.030000000000000006,276.2,10103.992395437263,False,True,True,False
21.3,-0.6487709389971793,5.44,87.7,4,30.6,8.6,0.34,0.75,0.76,4,1,-0.010000000000000009,270.6,3881.987577639751,False,True,True,False
19.0,-0.5022897290417409,1.87,78.9,1,35.0,6.0,0.51,0.81,0.76,2,1,0.050000000000000044,95.0,9727.177700348431,True,True,False,True
20.8,0.6863322248990298,5.39,97.8,2,8.0,6.4,4.0,3.72,3.73,3,4,-0.009999999999999787,128.0,8073.082942097027,False,True,False,True
18.0,3.0628228869288976,2.99,88.0,1,25.5,6.6,3.07,2.6,2.53,4,3,0.07000000000000028,85.5,24789.97493734336,False,True,True,True
24.1,-0.2812873961607382,3.7,90.4,2,24.9,5.8,0.19,0.0,0.06,4,3,-0.06,144.9,6876.170212765957,True,True,False,True
20.5,-0.6487709389971793,3.6,83.6,2,29.9,3.6,0.99,0.98,1.0,3,2,-0.020000000000000018,149.9,5434.782608695653,False,True,False,True
21.3,1.5888211879840966,6.06,82.4,1,33.1,5.2,0.99,0.9,0.95,2,2,-0.04999999999999993,93.1,9852.549575070821,False,True,False,True
20.2,-0.6487709389971793,3.52,67.0,0,32.3,5.9,2.07,2.1,2.14,3,3,-0.040000000000000036,32.3,5530.973451327434,False,True,False,True
22.1,-0.6487709389971793,3.49,84.2,2,26.1,5.3,1.93,1.91,1.92,2,3,-0.010000000000000009,146.1,5567.928730512249,False,False,False,True
19.6,1.2667332618085114,4.05,95.4,1,30.7,3.6,2.49,2.29,2.25,3,2,0.040000000000000036,90.7,12503.960396039605,False,True,False,True
22.4,-0.6487709389971793,3.46,67.0,6,27.1,7.7,0.02,0.29,0.29,1,1,0.0,387.1,5605.3811659192825,True,True,False,True
22.6,-0.38573748759279586,4.66,86.2,1,19.1,4.4,3.96,4.0,3.98,4,1,0.020000000000000018,79.1,5342.402826855124,False,True,False,True
18.6,0.15218048328230072,4.4,82.6,2,31.7,4.6,2.97,2.89,2.91,3,1,-0.020000000000000018,151.7,7583.333333333333,True,True,True,False
17.0,3.707852417911965,4.32,72.7,0,36.7,2.8,3.67,4.0,3.96,4,2,0.040000000000000036,36.7,21006.954887218046,False,False,False,False
19.8,0.35058544061309854,3.52,84.7,1,17.0,4.1,2.77,3.26,3.17,4,3,0.08999999999999986,77.0,9933.849557522124,False,True,False,True
22.1,-0.6487709389971793,4.19,80.6,4,21.3,8.6,0.68,0.53,0.59,4,1,-0.05999999999999994,261.3,4816.955684007707,True,True,False,True
20.8,2.293206492079035,4.3,82.0,3,21.0,5.7,2.52,2.02,2.02,1,1,0.0,201.0,15770.943396226416,True,True,True,False
17.0,-0.6069909024243563,3.91,77.0,1,40.9,5.9,2.53,2.28,2.28,1,1,0.0,100.9,5261.099796334012,False,True,False,True
22.0,-0.6487709389971793,3.29,84.5,1,34.7,4.5,0.97,0.53,0.45,2,1,0.08000000000000002,94.7,5827.505827505827,False,True,True,True
19.9,-0.6487709389971793,3.73,72.6,1,39.7,6.7,2.29,2.11,2.11,2,1,0.0,99.7,5285.4122621564475,True,True,False,False
23.1,-0.032515399548039566,4.06,88.6,1,30.7,3.3,1.5,1.12,1.12,1,2,0.0,90.7,7366.007905138341,True,True,False,False
21.7,-0.6487709389971793,4.92,84.1,3,33.2,4.8,2.34,2.17,2.18,4,1,-0.010000000000000231,213.2,4222.972972972973,False,False,True,False
23.1,-0.10457591935813698,3.02,79.9,2,30.7,5.5,1.48,1.42,1.4,3,5,0.020000000000000018,150.7,8914.676616915423,True,False,True,False
17.6,-0.6487709389971793,4.39,75.4,2,29.0,4.6,3.69,4.0,3.95,4,3,0.04999999999999982,149.0,4638.21892393321,True,True,True,False
22.0,-0.6487709389971793,1.59,85.2,2,19.0,6.1,2.14,1.75,1.75,2,4,0.0,139.0,9652.509652509652,False,True,True,True
23.3,-0.3139280497332562,3.93,81.7,2,29.4,5.5,1.97,2.17,2.19,2,2,-0.020000000000000018,149.4,6423.529411764706,False,True,True,True
22.5,-0.6487709389971793,5.33,88.5,3,26.5,5.4,2.45,2.53,2.56,2,1,-0.03000000000000025,206.5,3949.447077409163,False,True,True,False
20.2,0.9489137287924092,4.88,78.3,2,29.6,8.1,1.58,1.2,1.15,2,2,0.050000000000000044,149.6,9662.585034013606,True,False,False,False
17.0,-0.6229597144798343,2.66,66.9,2,37.9,3.7,2.19,1.85,1.85,1,1,0.0,157.9,6971.03825136612,True,True,False,True
19.5,-0.6487709389971793,4.98,91.9,0,31.6,9.7,1.39,1.89,1.89,1,2,0.0,31.6,4180.602006688963,True,True,True,True
22.5,0.656453472782648,3.02,74.0,1,9.4,5.2,3.13,3.62,3.64,3,1,-0.020000000000000018,69.4,12684.577114427862,False,True,False,False
25.8,-0.6487709389971793,2.74,78.4,6,21.6,5.2,3.41,3.29,3.29,1,1,0.0,381.6,6684.491978609625,False,True,True,True
18.8,-0.49626376222835294,4.24,90.0,2,36.5,4.6,2.55,2.2,2.2,1,2,0.0,156.5,5350.572519083969,False,True,False,True
22.6,-0.6487709389971793,3.12,89.8,1,30.9,3.0,1.35,1.34,1.32,2,2,0.020000000000000018,90.9,6067.961165048543,True,True,False,False
18.0,-0.6487709389971793,3.97,77.6,1,19.1,6.3,0.09,0.0,0.04,3,4,-0.04,79.1,5030.181086519114,True,True,True,False
23.5,-0.6487709389971793,4.45,77.2,3,31.4,3.6,3.93,3.7,3.7,1,1,0.0,211.4,4587.155963302752,True,True,True,False
22.7,-0.4084855123133353,4.027431865828092,73.3,2,20.9,5.515947888589398,1.86,1.74,1.74,1,2,0.0,140.9,5924.496004103275,False,False,False,True
20.8,-0.6487709389971793,4.78,86.3,3,40.3,5.2,4.0,3.49,3.48,3,3,0.010000000000000231,220.3,4325.259515570934,True,True,True,True
21.6,0.09187059875830977,5.71,83.5,0,45.3,6.1,1.74,1.87,1.87,1,1,0.0,45.3,5923.845007451565,False,True,False,False
23.5,0.3603274202947424,3.22,62.7,1,22.9,5.3,2.12,2.3,2.33,4,1,-0.03000000000000025,82.9,10686.01895734597,True,True,False,False
17.3,0.6784482516515139,5.72,83.1,2,18.7,4.7,1.22,0.98,0.9,4,2,0.07999999999999996,138.7,7653.27380952381,True,True,True,False
18.0,-0.6487709389971793,5.74,83.7,0,39.1,6.2,1.94,2.03,2.09,4,1,-0.06000000000000005,39.1,3709.1988130563795,True,True,True,True
18.2,0.9456998798252689,7.32,73.8,4,20.9,5.5,2.27,2.12,2.03,2,1,0.0900000000000003,260.9,6821.153846153846,True,True,True,False
25.1,-0.3394881923000434,3.59,76.6,4,26.1,3.5,2.65,2.54,2.48,2,1,0.06000000000000005,266.1,6788.453159041394,False,False,True,False
21.3,-0.3539002962620629,4.41,70.6,1,25.4,7.4,1.24,1.19,1.28,3,2,-0.09000000000000008,85.4,5706.469500924214,True,True,True,True
19.9,-0.4827053368982301,6.63,82.2,2,5.0,4.2,4.0,3.84,3.81,4,1,0.029999999999999805,125.0,3709.9606815203147,False,True,True,False
19.1,-0.6487709389971793,3.44,79.6,3,19.4,5.6,3.18,3.55,3.55,1,2,0.0,199.4,5630.6306306306315,True,True,False,False
18.5,-0.4084855123133353,4.027431865828092,80.4,4,23.3,5.515947888589398,3.02,3.19,3.19,1,3,0.0,263.3,5924.496004103275,True,True,True,True
20.5,-0.6487709389971793,3.73,74.1,3,37.8,5.4,2.33,2.86,2.93,4,4,-0.07000000000000028,217.8,5285.4122621564475,False,True,False,False
23.3,-0.6487709389971793,3.67,94.1,1,33.9,7.8,1.84,1.64,1.64,1,1,0.0,93.9,5353.319057815846,False,True,True,True
18.5,0.605634485989743,2.1,87.3,3,21.4,2.1,3.42,3.65,3.67,3,1,-0.020000000000000018,201.4,16122.58064516129,False,True,False,False
23.1,-0.6487709389971793,4.76,80.5,1,21.7,6.1,3.03,2.97,3.04,4,3,-0.06999999999999984,81.7,4340.277777777778,False,True,False,True
21.3,1.7540331114511492,3.43,78.8,2,30.8,3.5,0.26,0.13,0.13,1,1,0.0,150.8,16444.46952595937,False,False,False,True
20.1,-0.6487709389971793,5.9,77.5,1,18.8,4.8,3.58,3.85,3.77,4,5,0.08000000000000007,78.8,3623.188405797101,True,True,False,True
21.3,-0.3459158902343239,0.72,73.8,4,18.9,3.6,1.72,2.08,2.04,2,4,0.040000000000000036,258.9,18041.279069767443,False,True,False,True
20.9,-0.4084855123133353,4.027431865828092,86.8,0,52.1,5.515947888589398,2.82,2.31,2.31,2,2,0.0,52.1,5924.496004103275,True,True,True,True
21.6,-0.6487709389971793,3.8,72.8,2,37.7,4.4,2.85,2.59,2.59,4,1,0.0,157.7,5208.333333333334,True,False,False,False
23.1,-0.14294124140337353,3.13,80.2,3,9.3,8.2,0.26,0.39,0.36,4,2,0.030000000000000027,189.3,8492.25181598063,False,True,False,True
19.6,1.0985083549347647,3.96,86.4,2,42.0,6.2,2.47,2.75,2.7,3,1,0.04999999999999982,162.0,12055.443548387097,True,True,True,False
18.5,-0.6487709389971793,2.88,89.2,0,23.8,7.1,1.1,1.4,1.4,1,2,0.0,23.8,6443.298969072165,True,True,True,False
20.6,2.5445395245874236,6.06,70.1,5,12.7,6.7,3.49,3.49,3.49,1,1,0.0,312.7,12548.30028328612,False,True,False,True
17.0,-0.6487709389971793,3.42,77.7,0,17.4,5.1,2.04,2.08,2.1,2,3,-0.020000000000000018,17.4,5656.108597285068,True,True,False,True
20.9,-0.6487709389971793,4.77,76.5,1,46.1,6.7,2.21,2.84,2.84,4,2,0.0,106.1,4332.7556325823225,True,True,True,False
24.9,0.7914351294025378,3.56,88.1,3,20.8,9.3,1.51,1.54,1.54,1,5,0.0,200.8,11771.929824561403,True,True,False,False
19.9,-0.6487709389971793,4.27,65.4,2,56.3,4.9,1.35,1.6,1.68,2,3,-0.07999999999999985,176.3,4743.833017077799,False,False,True,True
20.7,0.8588255249322595,4.21,87.4,3,57.5,2.5,2.82,2.78,2.8,3,1,-0.020000000000000018,237.5,10560.84452975048,True,True,False,True
24.7,-0.4562412993094347,5.47,77.5,2,20.2,5.7,1.6,1.35,1.41,4,3,-0.05999999999999983,140.2,4456.568778979908,True,True,False,True
21.0,-0.5512004930104063,6.97,73.6,2,40.6,7.9,2.46,2.73,2.74,3,1,-0.010000000000000231,160.6,3380.552070263488,False,False,False,False
21.5,0.21309296448763046,7.12,99.6,4,40.7,6.3,2.54,2.83,2.83,1,1,0.0,280.7,5192.487684729063,False,True,False,True
24.7,-0.6487709389971793,3.79,77.7,1,32.1,4.3,1.1,1.14,1.08,3,2,0.05999999999999983,92.1,5219.206680584551,True,True,False,True
21.2,-0.4084855123133353,4.027431865828092,75.7,1,35.4,5.515947888589398,2.57,2.51,2.48,3,1,0.029999999999999805,95.4,5924.496004103275,True,True,False,False
22.6,-0.6487709389971793,1.38,72.9,0,40.5,6.7,2.57,2.22,2.23,4,1,-0.009999999999999787,40.5,10504.20168067227,False,True,True,False
27.9,-0.6487709389971793,5.03,100.0,2,22.3,4.7,2.11,2.29,2.26,3,2,0.03000000000000025,142.3,4145.936981757877,True,True,False,False
22.7,1.7411274991924768,4.59,75.8,3,50.7,5.5,2.31,1.81,1.83,2,1,-0.020000000000000018,230.7,12986.046511627907,True,False,False,True
22.8,-0.6487709389971793,3.51,82.0,2,31.3,4.1,2.35,2.56,2.52,2,1,0.040000000000000036,151.3,5543.237250554324,True,True,True,False
20.0,-0.4084855123133353,4.027431865828092,84.8,3,30.5,5.515947888589398,1.48,1.11,1.11,1,1,0.0,210.5,5924.496004103275,True,True,False,True
18.4,-0.6487709389971793,7.07,94.3,1,18.1,5.3,2.99,2.83,2.94,4,5,-0.10999999999999988,78.1,3097.893432465923,True,True,False,True
21.6,-0.6487709389971793,3.04,82.3,2,24.9,5.0,1.89,1.78,1.74,4,2,0.040000000000000036,144.9,6188.118811881188,False,False,False,True
22.9,-0.09136900875879508,5.47,85.9,1,40.1,7.1,3.2,3.19,3.19,1,2,0.0,100.1,5579.598145285935,True,True,False,False
18.2,-0.5152455576905249,4.85,77.9,0,24.6,5.6,3.76,3.73,3.73,2,2,0.0,24.6,4728.034188034188,False,True,True,False
20.5,1.3089652458923384,5.17,89.1,3,34.2,4.3,3.01,2.76,2.7,3,4,0.05999999999999961,214.2,10370.502431118315,False,False,True,True
18.7,-0.5935831262645681,4.65,75.8,1,42.2,6.0,2.35,1.45,1.49,3,2,-0.040000000000000036,102.2,4619.29203539823,False,True,True,True
22.9,0.8077052397986851,3.75,69.3,4,42.8,4.7,1.89,1.64,1.64,1,1,0.0,282.8,11369.263157894737,False,False,False,True
17.5,-0.6487709389971793,3.72,97.8,2,28.9,5.0,2.33,2.44,2.39,4,1,0.04999999999999982,148.9,5296.610169491525,True,True,True,False
21.8,-0.6487709389971793,3.53,75.9,0,28.4,2.9,3.24,2.75,2.75,1,1,0.0,28.4,5518.763796909493,False,False,True,False
22.2,-0.48466377611258116,3.69,96.7,1,38.0,4.8,4.0,4.0,3.98,2,2,0.020000000000000018,98.0,6027.292110874201,True,True,False,False
19.6,4.415100056243262,5.29,94.3,0,59.9,2.8,4.0,4.0,3.89,3,1,0.10999999999999988,59.9,20006.518282988873,False,True,False,False
22.2,4.120480495458704,4.32,88.2,2,28.4,5.3,2.52,2.62,2.62,1,1,0.0,148.4,22551.503759398496,False,True,False,False
23.9,0.7766715107097373,3.85,96.8,3,32.0,2.7,4.0,4.0,3.92,4,1,0.08000000000000007,212.0,11007.422680412372,False,True,False,True
24.1,-0.6487709389971793,3.42,73.1,1,25.5,2.9,4.0,4.0,4.0,1,1,0.0,85.5,5656.108597285068,False,True,False,False
21.2,-0.6222566850182724,3.87,88.1,5,24.0,6.4,1.75,1.95,1.99,3,2,-0.040000000000000036,324.0,5241.889117043121,False,True,True,False
23.4,-0.6487709389971793,3.58,76.8,1,28.6,6.1,2.83,2.55,2.63,4,1,-0.08000000000000007,88.6,5458.515283842795,True,True,False,False
17.0,-0.6487709389971793,4.14,95.3,3,36.1,6.3,2.61,2.85,2.84,2,2,0.010000000000000231,216.1,4863.813229571985,True,True,True,True
17.8,-0.027845275267663915,4.29,82.1,2,20.2,5.0,4.0,3.68,3.64,3,3,0.040000000000000036,140.2,7063.327032136106,False,True,False,False
18.3,-0.0830330880002751,4.99,90.9,1,33.8,7.9,2.94,3.0,2.97,2,1,0.029999999999999805,93.8,6054.424040066778,False,True,False,False
20.1,-0.0642019417084378,5.15,77.3,2,5.0,4.6,3.52,3.86,3.82,4,5,0.040000000000000036,125.0,5957.886178861789,False,True,True,True
20.1,-0.4084855123133353,4.027431865828092,71.1,0,21.6,5.515947888589398,2.39,2.34,2.35,4,1,-0.010000000000000231,21.6,5924.496004103275,False,True,False,True
22.0,-0.6487709389971793,3.45,85.9,3,32.8,3.1,2.49,2.92,3.02,3,1,-0.10000000000000009,212.8,5617.9775280898875,False,True,True,False
19.1,-0.01343317130564443,4.37,71.0,3,26.0,6.3,2.04,2.36,2.35,3,2,0.009999999999999787,206.0,7011.545623836127,True,True,True,True
18.4,2.347942357300642,4.98,89.8,3,28.1,7.6,0.27,0.0,0.0,2,1,0.0,208.1,14159.866220735785,True,True,True,True
21.3,1.194421660047856,4.58,90.5,2,41.4,5.9,2.2,2.58,2.65,2,2,-0.06999999999999984,161.4,11058.243727598567,False,True,False,False
21.2,-0.023175150987288264,3.22,71.0,0,36.1,6.0,1.15,1.39,1.39,1,4,0.0,36.1,8876.303317535543,True,True,True,False
21.0,-0.4084855123133353,4.027431865828092,100.0,1,30.1,5.515947888589398,2.94,3.1,3.07,4,2,0.03000000000000025,90.1,5924.496004103275,False,True,True,True
21.0,-0.6487709389971793,4.34,77.5,0,16.1,9.3,1.46,1.14,1.12,2,1,0.019999999999999796,16.1,4681.647940074907,True,True,False,False
18.8,-0.6487709389971793,1.99,81.7,3,24.3,4.9,2.74,2.39,2.4,3,3,-0.009999999999999787,204.3,8361.204013377926,False,True,True,False
19.1,-0.371476032801111,1.83,80.6,2,38.3,4.7,0.85,0.57,0.58,2,2,-0.010000000000000009,158.3,10785.159010600706,False,True,True,True
22.5,-0.6487709389971793,3.04,69.4,2,34.3,9.0,1.8,1.74,1.74,2,1,0.0,154.3,6188.118811881188,True,True,False,False
21.5,-0.5052524960583232,5.48,78.1,2,40.4,7.5,2.19,1.99,2.04,2,2,-0.050000000000000044,160.4,4299.074074074074,True,True,False,False
21.7,-0.39457557225243145,3.38,82.2,3,16.7,4.7,2.67,2.45,2.39,3,2,0.06000000000000005,196.7,6863.470319634704,False,True,False,False
19.2,0.025986694931934992,4.42,87.0,1,56.4,5.4,2.98,3.16,3.06,4,3,0.10000000000000009,116.4,7091.69741697417,True,True,False,True
23.7,-0.6487709389971793,3.94,69.9,2,32.6,7.5,1.97,1.85,1.89,3,1,-0.039999999999999813,152.6,5060.728744939272,True,True,False,True
20.5,-0.6487709389971793,2.95,69.2,2,42.4,6.5,0.98,1.39,1.39,1,1,0.0,162.4,6329.113924050633,True,True,False,False
23.7,-0.6487709389971793,4.53,83.5,4,19.8,3.3,2.65,2.78,2.81,2,4,-0.03000000000000025,259.8,4520.795660036166,True,True,True,True
20.9,-0.4084855123133353,4.027431865828092,87.4,2,59.6,5.515947888589398,3.95,4.0,3.98,4,1,0.020000000000000018,179.6,5924.496004103275,False,True,False,False
23.6,-0.5717892129561484,1.3,81.3,0,39.6,5.6,3.38,3.66,3.51,4,1,0.15000000000000036,39.6,11536.08695652174,False,True,False,False
19.7,-0.5639052397086325,3.77,82.6,0,7.2,5.9,0.33,0.34,0.34,1,1,0.0,7.2,5595.38784067086,True,True,False,False
17.0,-0.34968211949269135,3.67,70.4,1,26.4,4.1,2.27,2.87,2.87,1,3,0.0,86.4,6628.693790149893,True,True,False,False
23.0,-0.6487709389971793,6.56,75.0,1,37.8,5.2,3.02,2.92,2.96,4,2,-0.040000000000000036,97.8,3306.878306878307,False,True,False,True
25.3,-0.5814809762476807,3.18,79.4,2,26.9,4.6,2.64,2.24,2.15,2,3,0.0900000000000003,146.9,6301.435406698565,False,True,True,False
20.8,-0.32000423293675573,5.89,83.7,3,26.0,6.3,1.67,1.27,1.22,2,3,0.050000000000000044,206.0,4578.6647314949205,True,True,True,False
22.4,-0.030707609504023185,1.88,83.4,3,47.9,8.7,2.69,3.07,2.99,4,4,0.07999999999999963,227.9,12954.166666666668,False,True,False,True
22.7,2.071450913346359,4.32,84.7,1,23.4,2.1,3.32,3.9,3.9,1,1,0.0,83.4,14881.57894736842,False,True,False,False
21.4,2.949434278056981,3.27,95.8,0,40.4,2.5,3.59,3.87,3.89,3,3,-0.020000000000000018,40.4,22635.597189695553,False,True,True,True
21.2,2.389772610263577,3.68,70.2,3,33.6,6.5,1.94,1.35,1.32,4,4,0.030000000000000027,213.6,18271.153846153848,False,True,True,True
24.0,1.8801766834114033,2.51,83.2,2,16.8,7.0,0.71,0.57,0.55,4,1,0.019999999999999907,136.8,21470.370370370372,False,True,False,True
22.3,-0.4301789928415319,2.1,94.9,1,46.9,6.5,0.15,0.38,0.41,3,1,-0.02999999999999997,106.9,9468.709677419354,False,True,True,False
20.9,0.2743067440336296,4.2,86.5,2,35.6,7.4,2.62,2.55,2.58,3,2,-0.03000000000000025,155.6,8342.692307692307,False,True,False,True
20.7,-0.6487709389971793,4.17,68.7,2,35.7,5.6,1.11,0.59,0.74,3,3,-0.15000000000000002,155.7,4835.58994197292,True,True,False,False
23.1,-0.6487709389971793,3.81,86.3,2,22.0,5.1,0.87,0.74,0.74,3,4,0.0,142.0,5197.5051975051965,True,True,True,False
23.5,-0.3647470365261612,3.11,81.7,5,30.5,4.3,2.01,2.5,2.48,3,2,0.020000000000000018,330.5,7458.880778588808,False,True,False,False
18.3,0.007707928931324916,6.05,75.1,1,23.3,7.3,1.17,0.89,1.01,3,2,-0.12,83.3,5400.425531914893,True,True,False,False
25.0,-0.6487709389971793,4.15,69.9,3,36.9,4.8,3.8,3.61,3.57,2,1,0.040000000000000036,216.9,4854.368932038835,False,True,True,False
22.6,3.0237545354220994,5.32,67.7,2,5.0,6.9,2.62,2.56,2.56,4,1,0.0,125.0,15527.53164556962,True,True,True,True
21.9,-0.483056851629011,2.89,75.0,2,26.5,4.4,2.46,2.79,2.73,4,2,0.06000000000000005,146.5,7275.064267352185,False,True,True,True
21.2,-0.3571643616193147,5.53,70.5,2,52.8,4.3,2.64,2.96,2.95,3,1,0.009999999999999787,172.8,4717.764165390505,True,True,True,False
25.9,0.9455994470450458,3.51,76.7,3,21.3,2.8,0.75,1.15,1.12,2,3,0.029999999999999805,201.3,12583.148558758316,True,True,False,True
22.1,0.05335462754273854,4.93,75.1,3,33.0,2.3,3.1,2.71,2.74,4,2,-0.03000000000000025,213.0,6573.693086003373,False,True,True,True
17.0,0.3733836817237496,4.86,79.1,3,51.9,6.0,3.23,3.3,3.35,3,1,-0.050000000000000266,231.9,7739.76109215017,False,True,True,False
20.5,-0.6487709389971793,4.07,92.0,1,41.2,8.0,2.59,2.22,2.25,3,2,-0.029999999999999805,101.2,4930.966469428007,True,True,False,True
21.4,-0.2809358814299573,1.95,94.0,2,34.7,4.0,1.99,2.38,2.36,4,3,0.020000000000000018,154.7,10957.627118644066,False,True,True,False
17.8,-0.6487709389971793,4.75,83.4,0,22.5,5.8,3.32,3.4,3.42,2,1,-0.020000000000000018,22.5,4347.826086956522,True,True,False,False
23.2,1.6934219285864889,3.0,92.2,5,44.2,3.1,1.94,2.15,2.22,2,3,-0.07000000000000028,344.2,17910.5,False,True,False,False
18.8,-0.6487709389971793,2.48,84.6,0,33.3,7.3,1.19,1.15,1.1,4,1,0.04999999999999982,33.3,7183.908045977011,True,False,False,False
21.5,0.4964640538871982,5.4,89.0,1,56.2,7.8,2.19,2.86,2.88,3,3,-0.020000000000000018,116.2,7469.6875,False,True,False,True
17.0,-0.5114793284321575,4.72,75.4,4,18.6,5.5,2.58,2.68,2.67,3,2,0.010000000000000231,258.6,4848.601398601399,False,True,True,False
22.7,-0.6487709389971793,4.13,83.1,2,35.5,4.6,3.6,3.7,3.68,3,1,0.020000000000000018,155.5,4873.294346978558,False,True,False,False
17.6,0.8071026431173464,3.75,97.8,0,16.3,6.2,3.28,3.07,2.95,4,1,0.11999999999999966,16.3,11366.736842105263,True,True,True,True
19.8,0.04391394620176411,4.61,80.6,0,39.6,3.5,1.86,2.17,2.18,2,2,-0.010000000000000231,39.6,6915.151515151515,True,True,True,False
23.4,-0.6487709389971793,3.14,85.7,4,25.9,7.4,1.92,1.99,1.99,1,1,0.0,265.9,6038.647342995168,False,True,True,False
19.6,-0.6487709389971793,3.46,65.6,1,42.3,2.1,2.8,2.66,2.69,3,3,-0.029999999999999805,102.3,5605.3811659192825,False,True,False,False
21.0,-0.6487709389971793,5.34,80.4,4,38.4,2.7,3.12,3.02,2.99,2,5,0.029999999999999805,278.4,3943.217665615142,False,False,False,False
20.6,-0.6487709389971793,3.14,97.5,1,36.0,5.4,1.68,1.84,1.83,3,3,0.010000000000000009,96.0,6038.647342995168,False,True,False,True
21.4,0.229463507664001,3.94,85.5,1,18.3,2.2,3.02,2.65,2.65,4,1,0.0,78.3,8601.01214574899,True,True,False,False
21.4,-0.6487709389971793,4.48,91.0,2,21.3,5.6,0.52,0.48,0.48,1,2,0.0,141.3,4562.043795620438,False,False,True,True
20.6,-0.6487709389971793,4.61,85.7,3,22.3,3.4,3.33,3.17,3.16,3,1,0.009999999999999787,202.3,4456.32798573975,False,True,False,False
17.6,-0.4084855123133353,4.027431865828092,80.8,2,27.1,5.515947888589398,0.95,0.66,0.71,2,1,-0.04999999999999993,147.1,5924.496004103275,False,False,True,False
23.9,-0.4084855123133353,4.027431865828092,63.8,1,29.0,5.515947888589398,1.6,1.47,1.51,2,1,-0.040000000000000036,89.0,5924.496004103275,False,True,True,False
23.5,-0.6487709389971793,4.34,69.9,0,38.8,8.2,1.0,1.21,1.11,3,2,0.09999999999999987,38.8,4681.647940074907,True,True,False,False
